index,E,theta,E',x,Q2,sigma (ub),eps,W2,Gamma_v,stat,%stat_u,syst,%syst_u,rad1,%rad1_c,rad2,%rad2_c,y,y+,xq4/2/pi/a2/y+/hc2,det,sig_r
194,3.419,41.156,0.665,0.21744,1.1237,0.008154,0.314,4.925,0.0002011,0.000317,3.88766249693402,0.000146,1.790532254108413,6.9e-05,0.8462104488594555,5.77e-05,0.7076281579592838,0.80549868382568,1.085869748964891,1940.78892069841,17.50062758706233,0.276950806725357
195,5.648,22.566,1.289,0.13623,1.1144,0.01844,0.41,7.946,0.0004833,0.000441,2.391540130151844,0.000332,1.800433839479392,0.000144,0.7809110629067245,0.000167,0.9056399132321041,0.7717776203966006,1.069540639074368,1214.153259219295,13.80754221468184,0.3091368707197275
196,3.419,41.156,0.659,0.21494,1.1133,0.007856,0.311,4.946,0.0002014,0.000314,3.996945010183299,0.000143,1.820264765784114,6.9e-05,0.8783095723014256,5.77e-05,0.7344704684317719,0.8072535829189821,1.084737040467679,1885.094081824336,17.9042937605082,0.2651500415955934
197,5.648,18.566,1.887,0.15717,1.1093,0.03318,0.576,6.829,0.0008333,0.000819,2.468354430379747,0.000537,1.618444846292948,0.000184,0.5545509342977697,4.96e-05,0.1494876431585292,0.665899433427762,1.128998926466874,1314.891711327154,7.05369967416277,0.3077395640021078
198,5.648,14.566,3.048,0.22675,1.1065,0.08873,0.811,4.654,0.001923,0.000873,0.9838836920996279,0.00126,1.420038318494309,0.000231,0.2603403583906232,8.17e-05,0.09207708779443255,0.4603399433427762,1.308560487043305,1628.441521996649,2.092503890938092,0.3023492692042845
199,5.648,22.566,1.276,0.13456,1.1039,0.01791,0.407,7.98,0.0004828,0.000435,2.428810720268007,0.000328,1.831379117811279,0.000158,0.8821887213847014,0.000173,0.9659408151870463,0.7740793201133145,1.06833468608645,1178.104876435865,14.16343797737017,0.2988465348869195
200,3.419,41.156,0.653,0.21244,1.1028,0.007651,0.309,4.969,0.0002017,0.000315,4.117108874656908,0.000142,1.855966540321527,7.3e-05,0.9541236439681088,5.77e-05,0.7541497843419162,0.8090084820122843,1.083609953273767,1830.090892124657,18.32118135423534,0.2565336469666583
201,5.648,18.566,1.869,0.15499,1.099,0.03078,0.572,6.872,0.000831,0.000796,2.586094866796622,0.000509,1.653671215074724,0.000202,0.6562703053931125,5.58e-05,0.1812865497076024,0.669086402266289,1.12672288125551,1275.257207305834,7.256364615997072,0.2848298486564826
202,5.648,14.566,3.019,0.22222,1.0962,0.08991,0.807,4.717,0.001913,0.000872,0.9698587476365255,0.00128,1.423645868090313,0.000255,0.283616950283617,8.2e-05,0.09120231342453565,0.4654745042492917,1.30289279080616,1573.149132879872,2.179714004302403,0.3083027562538782
203,5.648,22.566,1.264,0.1329,1.0933,0.01853,0.403,8.013,0.0004822,0.000438,2.363734484619536,0.000338,1.824069077172153,0.000152,0.8202914193200215,0.000179,0.9660010793308147,0.7762039660056657,1.067212323563503,1142.532816831674,14.51622446977992,0.3073249202995392
204,3.419,41.156,0.647,0.20996,1.0924,0.008164,0.306,4.991,0.0002021,0.000319,3.907398334149927,0.000149,1.825085742283195,7.5e-05,0.9186673199412052,6.4e-05,0.7839294463498285,0.8107633811055865,1.082488833244081,1776.611052716618,18.75008120985238,0.2719559147828117
205,5.648,18.566,1.852,0.15282,1.0886,0.03129,0.568,6.915,0.0008288,0.000805,2.572706935123043,0.000518,1.655480984340045,0.000184,0.5880472994566954,6.19e-05,0.1978267817193992,0.6720963172804532,1.124573431405963,1236.07514573519,7.46036731504245,0.2885430697402454
206,5.648,14.566,2.991,0.21779,1.0859,0.08912,0.803,4.78,0.001904,0.000872,0.9784560143626571,0.00127,1.425044883303411,0.000262,0.2939856373429084,8.14e-05,0.09133752244165169,0.4704320113314447,1.297452690486772,1519.294297404945,2.268780031590151,0.3071916995491276
207,5.648,22.566,1.252,0.13125,1.0827,0.01899,0.4,8.047,0.0004817,0.000441,2.322274881516588,0.000346,1.82201158504476,0.000149,0.784623486045287,0.000191,1.0057925223802,0.778328611898017,1.066099231526265,1107.729681855843,14.88021572625925,0.3130170434491899
208,3.419,41.156,0.64,0.20749,1.0819,0.008304,0.304,5.013,0.0002024,0.000318,3.829479768786127,0.000152,1.830443159922929,8.1e-05,0.9754335260115607,7.04e-05,0.8477842003853564,0.8128107633811056,1.081301531292986,1724.012585096588,19.22924239569372,0.2752896897275735
209,5.648,18.566,1.834,0.15068,1.0783,0.03046,0.564,6.958,0.0008265,0.000793,2.603414313854235,0.00051,1.674326986211425,0.000184,0.6040709126723571,6.81e-05,0.2235718975705844,0.6752832861189801,1.122336764954325,1198.194908865895,7.676812447921883,0.2801807538346023
210,5.648,14.566,2.963,0.21345,1.0756,0.08833,0.799,4.844,0.001894,0.000865,0.9792822370655495,0.00127,1.437790105286992,0.000255,0.2886901392505378,8.19e-05,0.09272048001811388,0.4753895184135977,1.292061366291555,1467.001111439892,2.361411446477744,0.3059921868178378
211,5.648,22.566,1.24,0.12961,1.0722,0.01834,0.396,8.08,0.0004811,0.000441,2.404580152671756,0.00034,1.853871319520175,0.000168,0.9160305343511451,0.000204,1.112322791712105,0.7804532577903682,1.064993864754322,1073.887650378274,15.25585578786261,0.300465597820699
212,3.419,41.156,0.634,0.20503,1.0714,0.007295,0.301,5.035,0.0002027,0.000311,4.263193968471557,0.000141,1.932830705962988,8.1e-05,1.110349554489376,7.68e-05,1.052775873886223,0.8145656624744078,1.080197028467307,1672.374569983844,19.6865358404587,0.2401751956382549
213,5.648,18.566,1.817,0.14855,1.068,0.03392,0.559,7.002,0.0008242,0.00082,2.41745283018868,0.000554,1.633254716981132,0.000193,0.5689858490566038,7.43e-05,0.2190448113207547,0.6782932011331444,1.120223289091473,1160.984446992396,7.894774927249564,0.3109009138311938
214,5.648,14.566,2.934,0.20919,1.0653,0.08659,0.795,4.908,0.001884,0.00086,0.9931862801709204,0.00125,1.443584709550757,0.000267,0.3083496939600415,7.52e-05,0.0868460561265735,0.4805240793201133,1.286545983843375,1416.365364581747,2.459597248531327,0.3016525745417166
215,5.648,22.566,1.228,0.12798,1.0616,0.01772,0.393,8.114,0.0004806,0.000439,2.477426636568849,0.000334,1.884875846501129,0.000155,0.8747178329571106,0.00021,1.18510158013544,0.7825779036827196,1.063899377157608,1040.588946725889,15.64361003749652,0.2884562195006284
216,3.419,41.156,0.628,0.20258,1.061,0.008264,0.298,5.057,0.000203,0.00032,3.872216844143272,0.000154,1.86350435624395,7.5e-05,0.9075508228460794,7.69e-05,0.93054211035818,0.8163205615677098,1.079094151442017,1622.123191402279,20.15832291461965,0.2702268755349334
217,5.648,18.566,1.799,0.14644,1.0577,0.03356,0.555,7.045,0.000822,0.000819,2.440405244338498,0.000555,1.653754469606675,0.000215,0.6406436233611442,8.05e-05,0.2398688915375447,0.6814801699716714,1.118023987291884,1124.733018986576,8.126662281004572,0.3067493204776491
218,5.648,14.566,2.906,0.20503,1.055,0.0869,0.79,4.971,0.001873,0.00086,0.9896432681242807,0.00126,1.44994246260069,0.000271,0.3118527042577675,8.15e-05,0.09378596087456847,0.4854815864022662,1.281255038589977,1367.107236710574,2.559821093602031,0.3041108899378762
219,5.648,22.566,1.215,0.12635,1.051,0.01867,0.389,8.148,0.00048,0.000447,2.394215318693091,0.000349,1.869309051955008,0.000173,0.9266202463845743,0.000222,1.189073379753615,0.7848796033994334,1.062742839036675,1008.01809578514,16.06206546901451,0.3022832189466035
220,3.419,41.156,0.622,0.20014,1.0505,0.008214,0.296,5.079,0.0002033,0.00032,3.895787679571463,0.000155,1.887022157292427,8.11e-05,0.9873386900413927,8.33e-05,1.014122230338447,0.818075460661012,1.078001479801148,1572.61527410892,20.64519351963851,0.2666834999138506
221,5.648,18.566,1.782,0.14436,1.0474,0.0332,0.551,7.088,0.0008197,0.00082,2.469879518072289,0.000553,1.665662650602409,0.000202,0.608433734939759,9.28e-05,0.2795180722891566,0.6844900849858356,1.115950559817689,1089.288442345389,8.359156598024185,0.3023036846434337
222,5.648,14.566,2.878,0.20095,1.0447,0.08669,0.786,5.035,0.001863,0.000864,0.9966547467989386,0.00126,1.453454839081786,0.000285,0.328757642173261,8.18e-05,0.09435921098165877,0.4904390934844192,1.276012579692019,1319.26512379552,2.664134542860069,0.3046893245778732
223,5.648,22.566,1.203,0.12474,1.0405,0.01878,0.386,8.181,0.0004795,0.00045,2.396166134185303,0.000353,1.879659211927583,0.00017,0.9052183173588925,0.000228,1.21405750798722,0.7870042492917846,1.061666124595897,976.377552445698,16.4761441482008,0.3021126824407174
224,3.419,41.156,0.616,0.19771,1.0401,0.008245,0.293,5.101,0.0002036,0.000326,3.953911461491813,0.000157,1.904184354154033,8.72e-05,1.057610673135233,8.98e-05,1.089144936325046,0.8198303597543141,1.076910493039677,1524.456575182587,21.14776722198089,0.2658093412698714
225,5.648,18.566,1.764,0.14229,1.0371,0.03222,0.546,7.132,0.0008174,0.000812,2.520173805090006,0.000541,1.679081315952825,0.000219,0.6797020484171323,9.28e-05,0.2880198634388579,0.6876770538243625,1.113791114508003,1054.69706277101,8.60719110558158,0.2924924891076093
226,5.648,14.566,2.849,0.19696,1.0345,0.08597,0.781,5.098,0.001852,0.000863,1.003838548330813,0.00126,1.465627544492265,0.000283,0.3291845992788182,8.13e-05,0.09456787251366755,0.4955736543909348,1.270652006614055,1273.292662759812,2.774518329623274,0.3037125663200115
227,5.648,22.566,1.191,0.12314,1.0299,0.01904,0.382,8.214,0.0004789,0.000454,2.384453781512605,0.000359,1.885504201680672,0.000166,0.8718487394957982,0.000241,1.265756302521008,0.789128895184136,1.060600353595842,945.2644728350707,16.90389973312316,0.3042336077664671
228,3.419,41.156,0.609,0.19529,1.0296,0.008263,0.29,5.123,0.0002039,0.000325,3.933196175723103,0.000158,1.912138448505385,7.8e-05,0.9439670821735447,9.62e-05,1.164226068014038,0.8218777420298333,1.075756819187062,1477.130287104819,21.70999851519618,0.264981985255742
229,5.648,18.566,1.747,0.14024,1.0267,0.03338,0.542,7.175,0.0008152,0.000832,2.492510485320551,0.000561,1.680647094068304,0.000207,0.6201318154583583,0.000105,0.3145596165368484,0.6906869688385269,1.111755010247533,1020.6239830572,8.856585648877491,0.3017299554151442
230,5.648,14.566,2.821,0.19304,1.0242,0.08632,0.777,5.162,0.001841,0.000871,1.009036144578313,0.00127,1.471269694161261,0.000285,0.3301668211306766,7.53e-05,0.08723354958294718,0.5005311614730877,1.26550924607372,1228.195118381266,2.887557213975484,0.306132470761372
231,5.648,22.566,1.179,0.12154,1.0194,0.01848,0.379,8.248,0.0004784,0.000453,2.451298701298701,0.000354,1.915584415584416,0.000187,1.011904761904762,0.000253,1.369047619047619,0.7912535410764872,1.059539786998769,914.970429273256,17.3473244882141,0.2933198994952143
232,3.419,41.156,0.603,0.19288,1.0192,0.008843,0.288,5.145,0.0002042,0.000333,3.765690376569038,0.000167,1.888499378039127,8.12e-05,0.9182404161483658,0.000103,1.164763089449282,0.8236326411231354,1.074678474311547,1431.012129082806,22.2473820463664,0.2815281669910602
233,5.648,18.566,1.729,0.13821,1.0164,0.03426,0.537,7.218,0.0008129,0.000838,2.446001167542323,0.000575,1.678342089900759,0.000227,0.6625802685347344,0.000111,0.3239929947460596,0.6938739376770537,1.109635660288256,987.6526016750004,9.12212434512361,0.3086651219959712
234,5.648,14.566,2.792,0.18921,1.0139,0.08486,0.772,5.225,0.00183,0.000871,1.026396417629036,0.00126,1.484798491633278,0.000321,0.3782700919160971,7.51e-05,0.08849870374734857,0.5056657223796034,1.260253884884255,1184.655634803195,3.007141665716285,0.3023075822854406
235,5.648,22.566,1.166,0.11995,1.0088,0.01776,0.375,8.282,0.0004778,0.000449,2.528153153153153,0.000348,1.959459459459459,0.000174,0.9797297297297296,0.000266,1.497747747747748,0.793555240793201,1.058424108586937,885.2511781293557,17.82494646278145,0.2802448942473547
236,3.419,41.156,0.597,0.19049,1.0087,0.009032,0.285,5.167,0.0002045,0.000341,3.775465013286094,0.000171,1.893268379096546,9.35e-05,1.035208148804251,0.000109,1.20682019486271,0.8253875402164376,1.073614980238488,1385.681753903584,22.80138713681898,0.2853702499884513
237,5.648,18.566,1.711,0.13619,1.0061,0.03307,0.533,7.262,0.0008106,0.000836,2.527970970668279,0.000563,1.702449349863925,0.000227,0.686422739643181,0.000124,0.3749622013909888,0.6970609065155806,1.107534642164517,955.4017582294513,9.397782076351929,0.2969242041600715
238,5.648,14.566,2.764,0.18544,1.0036,0.08606,0.767,5.289,0.001819,0.000877,1.019056472228678,0.00128,1.487334417848013,0.000317,0.368347664420172,6.88e-05,0.0799442249593307,0.5106232294617564,1.25521072581657,1142.152040004492,3.129745209635856,0.3076339380182223
239,3.419,41.156,0.591,0.1881,0.9983,0.008808,0.282,5.189,0.0002048,0.000337,3.826067211625795,0.00017,1.930063578564941,9.36e-05,1.062670299727521,0.000116,1.316984559491372,0.8271424393097397,1.072548769329728,1341.558843385016,23.37512277290512,0.2762109763279414
240,5.648,22.566,1.154,0.11837,0.9982,0.01885,0.372,8.315,0.0004773,0.000461,2.445623342175066,0.000365,1.936339522546419,0.000177,0.9389920424403184,0.000284,1.506631299734748,0.7956798866855525,1.057384599003804,856.1692695805921,18.29956626777514,0.2953328704745625
241,5.648,18.566,1.694,0.1342,0.9958,0.0324,0.528,7.305,0.0008083,0.000835,2.577160493827161,0.000558,1.722222222222222,0.000227,0.7006172839506173,0.00013,0.4012345679012346,0.700070821529745,1.105554923809806,923.915544757907,9.674442055991506,0.2896031038374424
242,5.648,14.566,2.736,0.18175,0.9933,0.08492,0.762,5.352,0.001808,0.000876,1.031559114460669,0.00127,1.495525200188413,0.000319,0.3756476683937824,6.85e-05,0.08066415449835139,0.5155807365439092,1.250218005138964,1100.9443800454,3.257287125370544,0.3045309288076399
243,3.419,41.156,0.585,0.18572,0.9878,0.008389,0.28,5.211,0.0002051,0.000329,3.921802360233638,0.000162,1.93110025032781,7.33e-05,0.873763261413756,0.000109,1.29932053880081,0.8288973384030418,1.071492938280907,1298.145113904642,23.96823624670839,0.2610174329531455
244,5.648,22.566,1.142,0.1168,0.9877,0.01808,0.368,8.349,0.0004767,0.000453,2.505530973451328,0.000358,1.980088495575221,0.000183,1.01216814159292,0.000297,1.642699115044248,0.7978045325779037,1.056352971040207,827.9416484773352,18.79046057855857,0.2812778807196477
245,5.648,18.566,1.676,0.13222,0.9855,0.03351,0.524,7.348,0.000806,0.00085,2.536556251865115,0.000575,1.715905699791107,0.000212,0.6326469710534169,0.000142,0.4237541032527604,0.703257790368272,1.103494344805522,893.2152634378579,9.969956360253496,0.2984171792643582
246,5.648,14.566,2.707,0.17814,0.983,0.08488,0.758,5.415,0.001797,0.000884,1.041470311027333,0.00127,1.496229971724788,0.000332,0.3911404335532517,6.85e-05,0.08070216776625826,0.5207152974504249,1.245116840570514,1061.143734346428,3.39234884323512,0.3055484538095194
247,3.419,41.156,0.578,0.18336,0.9774,0.00858,0.277,5.233,0.0002054,0.000336,3.916083916083916,0.00017,1.981351981351981,9.37e-05,1.092074592074592,0.000129,1.503496503496503,0.8309447206785611,1.070373963253289,1256.115488893033,24.63142665272271,0.2654644838447116
248,5.648,22.566,1.13,0.11524,0.9771,0.01927,0.365,8.382,0.0004761,0.000461,2.39231966787753,0.000376,1.951219512195122,0.000183,0.9496626881162429,0.000303,1.572392319667878,0.799929178470255,1.055332378677461,800.2171425833012,19.29832953831075,0.2975837988881211
249,5.648,18.566,1.659,0.13026,0.9751,0.03335,0.519,7.391,0.0008037,0.000844,2.530734632683658,0.000576,1.727136431784108,0.000236,0.7076461769115442,0.000154,0.4617691154422789,0.7062677053824363,1.101552470069166,863.0183610592636,10.26743024683319,0.2955137104774748
250,5.648,14.566,2.679,0.17459,0.9727,0.08132,0.753,5.479,0.001786,0.000868,1.067388096409247,0.00123,1.512543039842597,0.000337,0.4144121987211019,5.62e-05,0.0691096901131333,0.5256728045325779,1.240224237005832,1022.334036573629,3.530801510120389,0.2935374341139711
251,3.419,41.156,0.572,0.181,0.9669,0.008492,0.274,5.255,0.0002056,0.000334,3.933113518605746,0.00017,2.001884126236458,9.37e-05,1.103391427225624,0.000135,1.589731512011305,0.8326996197718631,1.069331085189636,1214.633740799969,25.26757918442897,0.2606267340850042
252,5.648,18.566,1.641,0.12832,0.9648,0.0319,0.515,7.434,0.0008015,0.000834,2.614420062695925,0.000561,1.758620689655173,0.000245,0.768025078369906,0.000167,0.5235109717868338,0.7094546742209632,1.09953256910451,833.8283942428285,10.58453041198952,0.2815392557120709
253,5.648,14.566,2.651,0.17111,0.9624,0.08249,0.748,5.542,0.001775,0.000873,1.058310098193721,0.00125,1.515335192144502,0.000357,0.4327797308764699,5.62e-05,0.06812947023881682,0.5306303116147308,1.235381433710169,984.6942170206264,3.674995474091651,0.2985104227825803
254,5.648,18.566,1.624,0.12639,0.9545,0.03198,0.51,7.478,0.0007992,0.000836,2.614133833646028,0.000566,1.769856160100063,0.000237,0.7410881801125703,0.000179,0.5597248280175109,0.7124645892351273,1.097625598451556,805.2415755158196,10.90471747022346,0.2808142014033583
255,5.648,14.566,2.622,0.16769,0.9521,0.08406,0.743,5.606,0.001763,0.00088,1.046871282417321,0.00128,1.522721865334285,0.000374,0.4449202950273614,4.99e-05,0.05936236021889127,0.5357648725212465,1.230432435819424,948.2663977348299,3.828108656701901,0.305143415714733
256,5.648,10.566,4.849,0.61972,0.9288,0.6513,0.972,1.45,0.003702,0.0046,0.7062797481959159,0.00651,0.9995393827729158,0.00509,0.7815138952863504,0.0069,1.059419622293874,0.1414660056657223,1.75164220519836,2342.665934617784,0.1478952642348213,0.2256553882758761
257,5.648,10.566,4.804,0.58113,0.9202,0.6229,0.971,1.544,0.004103,0.00473,0.7593514207737999,0.00675,1.083641033873816,0.00394,0.6325252849574571,0.00468,0.7513244501525125,0.1494334277620396,1.737884499636186,2173.36506330698,0.1681594726368708,0.2276524607701126
258,5.648,10.566,4.759,0.54646,0.9115,0.4294,0.969,1.637,0.004453,0.00384,0.8942710759198882,0.00533,1.24126688402422,0.00219,0.5100139729855613,0.00117,0.272473218444341,0.1574008498583568,1.724256014226356,2021.09073789663,0.19014410387269,0.1650177704048602
259,5.648,10.566,4.714,0.51513,0.9029,0.3479,0.967,1.73,0.004758,0.00346,0.9945386605346364,0.0047,1.35096292037942,0.0023,0.6611095142282265,3.49e-05,0.01003161828111526,0.1653682719546741,1.71075287853273,1884.190054619034,0.21394179720703,0.1402409275838967
260,5.648,10.566,4.669,0.4867,0.8942,0.3757,0.966,1.823,0.005019,0.00334,0.8890071865850413,0.00444,1.181793984562151,0.00265,0.7053500133084909,0.000269,0.07159968059622039,0.1733356940509915,1.697379409850279,1759.81730999213,0.2396363280548884,0.1584387606409793
261,5.648,10.566,4.624,0.46077,0.8856,0.3186,0.964,1.917,0.005241,0.00327,1.026365348399247,0.00427,1.340238543628374,0.00153,0.4802259887005649,2.05e-05,0.006434400502197113,0.1813031161473088,1.684131411263595,1647.021514701148,0.2673333377646298,0.1402807775840153
262,5.648,22.566,1.017,0.1012,0.8795,0.01829,0.331,8.692,0.0004709,0.000642,3.510114816839803,0.000397,2.17058501913614,0.00023,1.257517769272827,0.000471,2.575177692728267,0.8199362606232296,1.046198883797784,574.3197949888605,25.02813565421262,0.2629032718658396
263,5.648,10.566,4.579,0.43702,0.877,0.347,0.962,2.01,0.005427,0.00327,0.9423631123919309,0.00448,1.291066282420749,0.000829,0.2389048991354467,0.000166,0.04783861671469741,0.1892705382436261,1.671010180132249,1543.964253885332,0.2971398731636654,0.1591943498713461
264,5.648,22.566,1.007,0.10006,0.8713,0.01966,0.328,8.717,0.0004705,0.00065,3.306205493387589,0.000418,2.126144455747711,0.000227,1.154628687690743,0.00049,2.49237029501526,0.8217067988668556,1.045441296628097,557.7147271431089,25.61986187358984,0.280913370232213
265,5.648,10.566,4.534,0.4152,0.8683,0.3986,0.96,2.103,0.005582,0.00338,0.8479678876066232,0.00493,1.236828901154039,0.00155,0.3888610135474159,0.000833,0.208981435022579,0.1972379603399433,1.658018210092701,1449.183859309334,0.3291558020693366,0.1901351000369806
266,5.648,22.566,0.998,0.09892,0.8631,0.01989,0.325,8.743,0.00047,0.000656,3.298139768728004,0.000424,2.131724484665661,0.000227,1.141277023629965,0.000508,2.554047259929613,0.8233002832861189,1.044745361836693,541.3918661883725,26.19952928167361,0.2821239776956269
267,5.648,10.566,4.488,0.39508,0.8597,0.543,0.958,2.197,0.005707,0.00418,0.7697974217311233,0.00629,1.158379373848987,0.0022,0.4051565377532229,0.00195,0.3591160220994475,0.2053824362606231,1.644893830862597,1362.563855572545,0.3638943231542691,0.269235283824077
268,5.648,18.566,1.461,0.10932,0.8589,0.03429,0.466,7.878,0.0007782,0.0007,2.041411490230388,0.000633,1.846019247594051,0.000277,0.8078156897054535,0.000321,0.9361329833770778,0.7413243626062322,1.080368864871565,572.965676412426,14.58170495757656,0.286486655873822
269,5.648,14.566,2.36,0.13888,0.8569,0.08171,0.692,6.193,0.001658,0.00107,1.309509239995104,0.0013,1.590992534573491,0.000405,0.4956553665402031,3.11e-05,0.03806143678864275,0.5821529745042493,1.188019433330413,658.8587018723495,5.580013924861349,0.3004019721270506
270,5.648,22.566,0.989,0.09778,0.855,0.01938,0.322,8.769,0.0004696,0.000651,3.359133126934984,0.000421,2.17234262125903,0.000239,1.233230134158927,0.000527,2.719298245614035,0.8248937677053825,1.04405173293845,525.5040668551957,26.79794988290333,0.2729175253159029
271,5.648,10.566,4.443,0.37646,0.851,0.6123,0.956,2.29,0.005805,0.00472,0.7708639555773315,0.00715,1.167728237791932,0.00248,0.4050302139474114,0.00197,0.3217377102727421,0.2133498583569405,1.632157606085249,1282.128937821085,0.4007255931550281,0.314588644578796
272,5.648,18.566,1.447,0.10795,0.8509,0.0334,0.463,7.912,0.0007764,0.000693,2.074850299401198,0.000625,1.87125748502994,0.000282,0.8443113772455092,0.000333,0.9970059880239521,0.7438031161473088,1.078969553180019,556.014787188986,14.95948657669383,0.2778110378962568
273,5.648,14.566,2.338,0.13667,0.8489,0.07942,0.688,6.243,0.001649,0.00106,1.334676403928481,0.00127,1.599093427348275,0.00044,0.554016620498615,4.35e-05,0.05477209770838579,0.5860481586402266,1.184654304883383,638.131909970645,5.761896822752581,0.2920154448343086
274,5.648,22.566,0.979,0.09665,0.8468,0.02048,0.32,8.795,0.0004691,0.000659,3.2177734375,0.000439,2.1435546875,0.000253,1.2353515625,0.000546,2.666015625,0.8266643059490085,1.043310557804741,509.8774349708097,27.44697636982225,0.2866092832593796
275,5.648,18.566,1.434,0.10659,0.8429,0.03431,0.459,7.945,0.0007747,0.000698,2.034392305450306,0.000636,1.853686971728359,0.000293,0.8539784319440398,0.000339,0.9880501311570971,0.7461048158640227,1.077666360588903,539.3865103600853,15.33501137210139,0.2837951056550219
276,5.648,10.566,4.398,0.35919,0.8424,0.474,0.953,2.383,0.005881,0.00401,0.8459915611814346,0.006,1.265822784810127,0.00131,0.2763713080168776,0.00064,0.1350210970464135,0.2213172804532578,1.619547461831556,1208.044997640811,0.4401348276310463,0.2520270688066062
277,5.648,14.566,2.316,0.1345,0.8409,0.08253,0.683,6.292,0.001641,0.00107,1.296498243063128,0.00132,1.599418393311523,0.000448,0.542832909245123,5.58e-05,0.06761177753544166,0.589943342776204,1.181321640335236,617.9575847236846,5.949758498179554,0.3034379182277377
278,5.648,22.566,0.97,0.09552,0.8386,0.01972,0.317,8.821,0.0004687,0.000657,3.331643002028398,0.000433,2.195740365111562,0.00025,1.267748478701826,0.000565,2.865111561866125,0.828257790368272,1.042629492079413,494.5268338760877,28.08337854974484,0.2738710499769293
279,5.648,18.566,1.42,0.10524,0.8349,0.03307,0.455,7.979,0.000773,0.000689,2.083459328696704,0.000629,1.902026005443,0.000301,0.9101905049894163,0.000364,1.100695494405806,0.7485835694050992,1.076291297648217,523.1614927178351,15.73696502053713,0.2722644538505241
280,5.648,10.566,4.353,0.34312,0.8338,0.4291,0.951,2.477,0.005936,0.00383,0.8925658354695877,0.00565,1.316709391750175,0.000881,0.2053134467490096,8.91e-05,0.02076439058494524,0.2292847025495751,1.607064260091325,1139.337546215943,0.4822700061750519,0.2357768584501793
281,5.648,14.566,2.294,0.13235,0.8329,0.07907,0.679,6.341,0.001632,0.00105,1.327937270772733,0.00128,1.618818768180094,0.000448,0.5665865688630327,6.2e-05,0.07841153408372328,0.5938385269121813,1.178017650967605,598.237605552468,6.144702820504447,0.290660711332588
282,5.648,22.566,0.96,0.0944,0.8304,0.01992,0.314,8.847,0.0004683,0.000662,3.323293172690763,0.000439,2.203815261044177,0.000231,1.159638554216867,0.000583,2.926706827309237,0.830028328611898,1.041900394654004,479.5526666511714,28.77395501675664,0.2748686470190591
283,5.648,18.566,1.407,0.1039,0.8269,0.03574,0.451,8.012,0.0007712,0.000708,1.980973698936765,0.000667,1.866256295467263,0.00031,0.8673754896474537,0.000382,1.068830442081701,0.750885269121813,1.075010868156012,507.2528713239378,16.13666607948763,0.2925451310343368
284,5.648,10.566,4.308,0.32814,0.8251,0.4284,0.948,2.57,0.005972,0.00389,0.9080298786181138,0.00574,1.339869281045752,0.00186,0.4341736694677871,0.000343,0.08006535947712418,0.2372521246458923,1.594710425584803,1075.242326920581,0.5272603512559276,0.2428739459651125
285,5.648,14.566,2.272,0.13023,0.825,0.07933,0.674,6.39,0.001623,0.00105,1.323585024580865,0.00129,1.626118744485062,0.000456,0.5748140678179756,7.44e-05,0.09378545317030128,0.5977337110481586,1.17474283251171,579.1512143142348,6.3465580243454,0.2915866796742659
286,5.648,22.566,0.951,0.09328,0.8222,0.02019,0.311,8.873,0.0004678,0.000662,3.278850916295196,0.000446,2.20901436354631,0.000245,1.213472015849431,0.000608,3.011391778107974,0.8316218130311616,1.041230358442138,464.8496387591542,29.45145060791522,0.2764111177938936
287,5.648,18.566,1.393,0.10257,0.8189,0.03457,0.447,8.046,0.0007695,0.000702,2.030662424067111,0.000656,1.897599074341915,0.000315,0.9111946774660111,0.000394,1.139716517211455,0.7533640226628895,1.073660150508442,491.734977340316,16.5646886438249,0.281587750000406
288,5.648,14.566,2.25,0.12814,0.817,0.08094,0.669,6.439,0.001615,0.00106,1.309612058314801,0.00131,1.618482826785273,0.000474,0.5856189770200148,8.68e-05,0.1072399308129479,0.601628895184136,1.171500434890725,560.4052769843867,6.555583016137992,0.2973560215932319
289,5.648,10.566,4.264,0.31442,0.8167,0.4358,0.946,2.661,0.005992,0.00297,0.6815052776502983,0.00563,1.291877007801744,0.000736,0.1688848095456632,0.000215,0.04933455713630105,0.2450424929178469,1.582751005461499,1017.041124119567,0.5742009615011948,0.2545010950328189
290,5.648,10.566,4.263,0.31413,0.8165,0.4424,0.946,2.663,0.005992,0.00383,0.8657323688969258,0.00571,1.290687160940325,0.000785,0.1774412296564195,0.000227,0.05131103074141048,0.2452195467422096,1.582481705026861,1015.778303145676,0.5752812389917896,0.2585200680226929
291,5.648,22.566,0.941,0.09217,0.8141,0.01885,0.308,8.898,0.0004674,0.000657,3.485411140583555,0.000433,2.297082228116711,0.000261,1.384615384615385,0.000627,3.326259946949602,0.8333923512747875,1.040511806151149,450.6235890344635,30.18701510322891,0.2564161935098286
292,5.648,18.566,1.379,0.10124,0.811,0.03487,0.444,8.08,0.0007678,0.00071,2.036134212790365,0.000664,1.904215658158876,0.00032,0.9176942930886149,0.000413,1.184399197017494,0.7558427762039661,1.072317965108591,476.635186994652,17.00845779908034,0.2826851433941734
293,5.648,10.566,4.224,0.30282,0.8091,0.4911,0.943,2.743,0.005998,0.00316,0.6434534717980045,0.00616,1.254327020973325,0.00114,0.2321319486866219,0.000623,0.1268580737120749,0.2521246458923512,1.571995032577087,967.9515634662963,0.6192367310134628,0.2943609996288517
