index,E,theta,E',x,Q2,sigma (ub),eps,W2,Gamma_v,stat,%stat_u,syst,%syst_u,rad1,%rad1_c,rad2,%rad2_c,y,y+,xq4/2/pi/a2/y+/hc2,det,sig_r
639,5.648,18.566,0.491,0.02986,0.2889,0.03536,0.167,10.267,0.000669,0.0027,7.635746606334841,0.0021,5.938914027149321,0.000499,1.411199095022624,0.00996,28.16742081447964,0.9130665722379604,1.012085068535338,18.90095320734019,195.6505263245581,0.1307606238263171
640,2.301,29.886,0.472,0.08417,0.2889,0.05889,0.358,4.023,0.0006851,0.00105,1.782985226693836,0.00143,2.428256070640177,0.000529,0.8982849380200374,0.00178,3.022584479538122,0.7948717948717949,1.069342044185021,50.42566168651037,62.85612932551164,0.1866555010148637
641,2.301,31.386,0.428,0.08203,0.2883,0.0498,0.325,4.107,0.0006075,0.000906,1.819277108433735,0.00129,2.590361445783133,0.000664,1.333333333333333,0.00194,3.89558232931727,0.813993915688831,1.061811410582944,49.28677999753537,72.83741945318674,0.1787781090352354
642,5.648,10.566,1.504,0.03706,0.2882,0.2005,0.491,8.367,0.00268,0.00593,2.957605985037406,0.00481,2.399002493765586,0.00203,1.012468827930175,0.00544,2.713216957605985,0.7337110481586403,1.075424232962036,21.96996611537902,41.35439581071902,0.1821652122740356
643,5.648,14.566,0.793,0.03161,0.288,0.07858,0.27,9.703,0.001161,0.00451,5.739373886485112,0.00278,3.537795876813438,0.00123,1.565283787223212,0.00809,10.29524051921608,0.8595963172804533,1.024224281805103,19.64853800573407,107.7324994293676,0.1663370524837756
644,3.419,13.576,1.504,0.07992,0.2873,0.3318,0.719,4.188,0.003553,0.00406,1.223628691983123,0.00614,1.850512356841471,0.00265,0.7986738999397228,0.000879,0.2649186256781194,0.5601052939455982,1.205780341610023,41.9927547606015,14.63916273900432,0.2039703241512886
645,2.301,29.886,0.468,0.08318,0.2862,0.05751,0.355,4.035,0.0006843,0.00105,1.825769431403234,0.00142,2.469135802469136,0.000683,1.187619544427056,0.00183,3.182055294731351,0.7966101694915254,1.068363183723561,48.95027080806072,64.2881531826123,0.1809795134373207
646,5.648,18.566,0.487,0.02953,0.286,0.03949,0.166,10.28,0.0006686,0.00277,7.014434033932641,0.00218,5.520384907571538,0.000499,1.263611040769815,0.0102,25.82932387946316,0.9137747875354107,1.011914754886934,18.32176980247841,199.6165914562103,0.1444279315855604
647,5.648,10.566,1.49,0.03658,0.2854,0.1958,0.487,8.397,0.002669,0.00589,3.008171603677222,0.00478,2.44126659856997,0.00203,1.036772216547498,0.0056,2.860061287027579,0.7361898016997167,1.074067274032393,21.29295773544492,42.43358259854391,0.1769124429473571
648,2.301,31.386,0.424,0.081,0.2853,0.05104,0.322,4.118,0.0006069,0.000926,1.814263322884012,0.00132,2.586206896551724,0.000484,0.9482758620689655,0.00201,3.93808777429467,0.8157322903085615,1.060882287980496,47.70206732891396,74.61852348385025,0.1816747277049978
649,5.648,14.566,0.785,0.03125,0.2851,0.08097,0.267,9.72,0.001159,0.00457,5.644065703346919,0.00285,3.519822156354206,0.000937,1.157218722983821,0.00832,10.27541064591824,0.8610127478753541,1.023785914060336,19.04369178235359,110.2655316533961,0.1700258908370242
650,3.419,13.576,1.489,0.07854,0.2845,0.3408,0.715,4.218,0.003526,0.00412,1.208920187793427,0.00628,1.842723004694836,0.00264,0.7746478873239436,0.00096,0.2816901408450704,0.5644925416788534,1.201824451553492,40.60039326680128,15.16430414111015,0.209822623363192
651,2.301,29.886,0.463,0.08221,0.2835,0.05826,0.352,4.045,0.0006835,0.00106,1.819430140748369,0.00145,2.488843117061449,0.000529,0.9079986268451767,0.0019,3.261242705115001,0.7987831377661886,1.067254608300834,47.52023432251369,65.92848892271259,0.1825249237268755
652,5.648,18.566,0.482,0.02921,0.2832,0.04231,0.164,10.291,0.0006681,0.00282,6.665090995036635,0.00225,5.317891751359016,0.000756,1.78681162845663,0.0104,24.5804774285039,0.9146600566572237,1.011718225992148,17.77355566586483,204.0943542700773,0.1534787789354136
653,5.648,10.566,1.476,0.03611,0.2827,0.2075,0.483,8.426,0.002659,0.00599,2.886746987951807,0.00496,2.390361445783133,0.00238,1.146987951807229,0.00576,2.775903614457832,0.7386685552407932,1.072722699633298,20.64940167099786,43.53972067024693,0.1865568550083177
654,2.301,31.386,0.419,0.07997,0.2824,0.04992,0.319,4.129,0.0006063,0.000926,1.854967948717949,0.00132,2.644230769230769,0.000477,0.9555288461538463,0.00209,4.186698717948718,0.8179052585832247,1.059816716399596,46.18931834049955,76.68523523581244,0.1768185740167658
655,5.648,14.566,0.777,0.03088,0.2823,0.07639,0.265,9.739,0.001157,0.00462,6.047912030370468,0.00282,3.691582667888467,0.00122,1.597067679015578,0.00853,11.16638303442859,0.8624291784702549,1.02334678942696,18.45831504105569,112.9210749513054,0.1592221807758932
656,3.419,13.576,1.474,0.07718,0.2817,0.3258,0.71,4.248,0.0035,0.00407,1.249232658072437,0.00612,1.878453038674033,0.00264,0.8103130755064457,0.00105,0.3222836095764273,0.5688797894121088,1.197906657071687,39.24382472442266,15.70970825387998,0.2008586443155513
657,2.301,29.886,0.459,0.08123,0.2808,0.0606,0.349,4.057,0.0006827,0.00106,1.749174917491749,0.00148,2.442244224422442,0.000684,1.128712871287129,0.00196,3.234323432343234,0.8005215123859192,1.066289935120867,46.10533562651916,67.45183067290823,0.188459291082933
658,5.648,18.566,0.477,0.02888,0.2803,0.03342,0.163,10.305,0.0006677,0.00281,8.408138839018552,0.00217,6.49311789347696,0.000486,1.454219030520646,0.0107,32.01675643327349,0.9155453257790368,1.011521602822052,17.21805376600669,208.792144280671,0.1201447117165465
659,5.648,10.566,1.462,0.03564,0.2799,0.1964,0.479,8.455,0.002648,0.00592,3.014256619144603,0.00486,2.474541751527495,0.00203,1.033604887983707,0.00595,3.029531568228106,0.7411473087818697,1.071391206689998,20.0037423522418,44.68577975562295,0.175558586837955
660,5.648,14.566,0.77,0.03052,0.2794,0.07645,0.262,9.756,0.001156,0.00464,6.06932635709614,0.00286,3.741007194244604,0.000928,1.213865271419228,0.00878,11.48463047743623,0.8636685552407932,1.022962214784996,17.87695627603825,115.4573874606809,0.1577948387212163
661,2.301,31.386,0.415,0.07895,0.2794,0.04756,0.316,4.14,0.0006057,0.000921,1.93650126156434,0.0013,2.733389402859546,0.000666,1.400336417157275,0.00216,4.541631623212784,0.8196436332029552,1.058901670695739,44.67505974046324,78.5913432058433,0.1669866296353724
662,3.419,13.576,1.46,0.07584,0.2789,0.3359,0.705,4.278,0.003474,0.00414,1.23250967549866,0.00627,1.866626972313189,0.00264,0.7859481988687109,0.00114,0.3393867222387615,0.5729745539631471,1.194264646012089,37.914961069399,16.25676125498988,0.2070401845057352
663,2.301,29.886,0.454,0.08026,0.2781,0.0602,0.346,4.068,0.0006819,0.00107,1.777408637873754,0.00149,2.475083056478406,0.000536,0.8903654485049834,0.00203,3.372093023255814,0.8026944806605824,1.065191815723841,44.72899597522554,69.206221946086,0.1863505943378002
664,5.648,18.566,0.472,0.02856,0.2774,0.04265,0.161,10.316,0.0006672,0.00293,6.869871043376319,0.00233,5.463071512309496,0.000487,1.141852286049238,0.011,25.79132473622509,0.9164305949008499,1.011329395767167,16.67993382442113,213.5744273478251,0.151936671974103
665,5.648,10.566,1.447,0.03517,0.2772,0.1942,0.475,8.485,0.002638,0.00596,3.069001029866117,0.00486,2.502574665293512,0.00202,1.040164778578785,0.00611,3.146240988671472,0.7438031161473088,1.069980976865566,19.38646392223742,45.91630867085865,0.1728680741013422
666,5.648,14.566,0.762,0.03016,0.2765,0.07286,0.26,9.773,0.001154,0.00463,6.354652758715345,0.00285,3.911611309360417,0.000929,1.27504803733187,0.00903,12.39363162228932,0.8650849858356939,1.022534383368737,17.30850371695026,118.2557695889746,0.1491320649463078
667,2.301,31.386,0.411,0.07793,0.2765,0.04798,0.313,4.151,0.0006051,0.000926,1.92997082117549,0.00132,2.751146310962901,0.000484,1.008753647353064,0.00224,4.668611921634014,0.8213820078226858,1.057980344373482,43.2248192413574,80.56539859267873,0.167086741485444
668,3.419,13.576,1.445,0.07452,0.2761,0.3276,0.7,4.309,0.003448,0.00411,1.254578754578755,0.00618,1.886446886446886,0.00232,0.7081807081807082,0.00122,0.3724053724053724,0.5773618016964024,1.190421118966817,36.62864676434289,16.84446519707939,0.2021259127430377
669,2.301,29.886,0.45,0.0793,0.2754,0.05694,0.343,4.078,0.0006811,0.00106,1.86160871092378,0.00146,2.564102564102564,0.000688,1.20828942746751,0.00208,3.65296803652968,0.8044328552803129,1.064247966699622,43.37845378189024,70.81968189589162,0.1749224300863607
670,5.648,18.566,0.467,0.02824,0.2745,0.0321,0.159,10.327,0.0006668,0.00291,9.065420560747665,0.00223,6.947040498442369,0.000745,2.320872274143302,0.0113,35.20249221183801,0.917315864022663,1.011138568384083,16.15305051647369,218.5179934785785,0.1133044032161161
671,5.648,10.566,1.433,0.0347,0.2745,0.2058,0.471,8.516,0.002628,0.00603,2.93002915451895,0.00505,2.453838678328474,0.00199,0.966958211856171,0.00631,3.066083576287657,0.7462818696883853,1.068671796699324,18.77957077483035,47.1495007414824,0.182225072074318
672,5.648,14.566,0.754,0.0298,0.2737,0.08452,0.257,9.791,0.001152,0.00482,5.702792238523426,0.00303,3.584950307619498,0.00121,1.431613819214387,0.00925,10.94415522953147,0.866501416430595,1.022108659329264,16.76426930355245,121.1522655093865,0.171662588468709
673,2.301,31.386,0.406,0.07692,0.2735,0.0481,0.31,4.162,0.0006045,0.000927,1.927234927234927,0.00134,2.785862785862786,0.000477,0.9916839916839917,0.00232,4.823284823284824,0.823554976097349,1.056952004992975,41.78443244202852,82.84707106400448,0.1665086282912933
674,3.419,13.576,1.43,0.07322,0.2733,0.3211,0.695,4.339,0.003422,0.00411,1.279975085643102,0.00612,1.905948302709436,0.00263,0.8190594830270943,0.00131,0.4079725942074121,0.5817490494296578,1.186616117298488,35.37647712208476,17.45499758292433,0.1982780692056018
675,2.301,29.886,0.446,0.07834,0.2727,0.05915,0.34,4.089,0.0006803,0.00108,1.825866441251057,0.00151,2.552831783601015,0.000543,0.9180050718512257,0.00216,3.651732882502113,0.8061712299000435,1.063307441761953,42.05434055221885,72.4867689933103,0.1803118703480229
676,5.648,18.566,0.462,0.02793,0.2718,0.03773,0.158,10.34,0.0006664,0.00238,6.307977736549166,0.00234,6.20196130400212,0.000474,1.256294725682481,0.0116,30.74476543864299,0.9182011331444759,1.010949035824865,15.66593844036035,223.5500574569161,0.1321350418730606
677,5.648,10.566,1.419,0.03424,0.2718,0.1995,0.467,8.546,0.002617,0.00604,3.027568922305764,0.00501,2.511278195488722,0.00238,1.192982456140351,0.0065,3.258145363408521,0.7487606232294617,1.067376617943673,18.18992102386086,48.4146412760029,0.1756913709912049
678,5.648,18.566,0.462,0.02792,0.2717,0.0323,0.158,10.339,0.0006663,0.00293,9.071207430340557,0.00227,7.027863777089783,0.000737,2.281733746130031,0.0116,35.91331269349845,0.9182011331444759,1.010947553373708,15.64883108583405,223.6301255290711,0.113035466941498
679,5.648,14.566,0.747,0.02947,0.2711,0.07378,0.255,9.807,0.001151,0.00263,3.56465166711846,0.00293,3.971265925725129,0.000919,1.245595012198428,0.00949,12.86256438059095,0.8677407932011332,1.021737192448278,16.27105848254439,123.8337855955372,0.14865982130909
680,5.648,14.566,0.746,0.02944,0.2708,0.07201,0.254,9.808,0.00115,0.00473,6.568532148312734,0.00291,4.041105402027496,0.000919,1.276211637272601,0.00953,13.23427301763644,0.8679178470254957,1.021688175699512,16.2193182715624,124.1514677981284,0.1450030927688632
681,3.419,13.576,1.416,0.07194,0.2704,0.3153,0.69,4.369,0.003397,0.0041,1.30034887408817,0.00607,1.925150650174437,0.00263,0.8341262289882652,0.00141,0.4471931493815413,0.5858438139806962,1.183084700021541,34.12587593701591,18.06749879208015,0.1944042757819556
682,2.301,29.886,0.441,0.07739,0.2701,0.05752,0.337,4.1,0.0006795,0.00108,1.877607788595271,0.0015,2.60778859527121,0.000536,0.9318497913769123,0.00225,3.911682892906815,0.8083441981747066,1.062228027517072,40.79736333055601,74.40853639552739,0.1746118588597203
683,5.648,18.566,0.458,0.02765,0.2693,0.0362,0.156,10.35,0.000666,0.00238,6.574585635359116,0.00236,6.519337016574585,0.000474,1.30939226519337,0.0119,32.87292817679558,0.9189093484419263,1.010793969166605,15.22723457018247,227.9617219596278,0.1256584034015313
684,5.648,10.566,1.405,0.03378,0.269,0.2034,0.463,8.576,0.002607,0.00609,2.994100294985251,0.0051,2.507374631268437,0.00202,0.9931170108161259,0.00671,3.298918387413963,0.7512393767705382,1.066094536394351,17.59885143631308,49.72699858514476,0.1780030815003533
685,5.648,18.566,0.457,0.02759,0.2688,0.03539,0.156,10.354,0.0006659,0.00296,8.363944617123481,0.00235,6.640293868324386,0.000733,2.07120655552416,0.0119,33.6253178864086,0.919086402266289,1.010756432532334,15.13838523888804,229.0014925788168,0.1226869665206732
686,5.648,14.566,0.74,0.02916,0.2685,0.0761,0.252,9.821,0.001149,0.00264,3.469119579500657,0.00299,3.92904073587385,0.00121,1.590013140604468,0.00971,12.75952693823916,0.8689801699716714,1.021374296848899,15.79817836277356,126.5145570616085,0.1521010348377351
687,5.648,14.566,0.738,0.02908,0.2679,0.07487,0.252,9.826,0.001149,0.00478,6.384399626018432,0.00299,3.993588887404835,0.000909,1.214104447709363,0.00977,13.04928542807533,0.8693342776203967,1.021271366073928,15.68608309915352,127.2582400520212,0.1494542458053963
688,3.419,13.576,1.401,0.07067,0.2677,0.3219,0.685,4.4,0.003371,0.00414,1.286113699906803,0.00617,1.916744330537434,0.00263,0.8170239204721963,0.0015,0.4659832246039142,0.5902310617139513,1.179347305877492,32.96142294757308,18.72831507989203,0.1987127052594373
689,2.301,29.886,0.437,0.07644,0.2674,0.05831,0.334,4.111,0.0006787,0.00109,1.869319156233922,0.00152,2.60675698850969,0.000681,1.16789572972046,0.00231,3.961584633853541,0.8100825727944372,1.061301938097406,39.5294129285262,76.18632880254036,0.1756064456068877
690,5.648,18.566,0.454,0.02737,0.2668,0.04186,0.155,10.36,0.0006656,0.00242,5.781175346392737,0.00246,5.876731963688485,0.000461,1.101290014333492,0.0122,29.14476827520306,0.9196175637393769,1.010639774001874,14.79673511881037,232.5018857551493,0.1440096527274599
691,5.648,10.566,1.39,0.03333,0.2663,0.1883,0.458,8.604,0.002597,0.00606,3.218268720127456,0.00495,2.628783855549655,0.00202,1.072756240042485,0.00692,3.674986723313861,0.7538951841359773,1.064739703082817,17.03923275139974,51.12234040796118,0.1640253915545195
692,5.648,14.566,0.733,0.02884,0.266,0.07585,0.25,9.838,0.001147,0.00265,3.493737640079103,0.00303,3.994726433750824,0.000915,1.206328279499011,0.00996,13.13117996044825,0.8702195467422097,1.021009761832449,15.34067511280818,129.3241033966186,0.1504802602809988
693,5.648,18.566,0.452,0.02727,0.2659,0.03346,0.154,10.365,0.0006654,0.00298,8.906156604901376,0.00237,7.083084279737001,0.000735,2.196652719665272,0.0123,36.76031081888823,0.919971671388102,1.010569739710004,14.64439250406584,234.4772728584026,0.1148941856815358
694,5.648,14.566,0.73,0.02872,0.2651,0.07469,0.249,9.845,0.001147,0.0048,6.426563127594054,0.00302,4.04337930111126,0.00121,1.620029455081001,0.01,13.38867318248762,0.8707507082152973,1.020856663837409,15.17591762434223,130.4777362936089,0.1478951163280656
695,3.419,13.576,1.386,0.06943,0.2648,0.3158,0.68,4.43,0.003346,0.00412,1.304623179227359,0.00612,1.937935402153261,0.00263,0.8328055731475617,0.0016,0.506649778340722,0.5946183094472068,1.175660628524908,31.78461753336856,19.41233400078985,0.1948528985575263
696,2.301,29.886,0.433,0.07549,0.2647,0.06023,0.331,4.122,0.0006779,0.0011,1.826332392495434,0.00156,2.590071392993525,0.000537,0.8915822679727712,0.0024,3.984725219990038,0.8118209474141678,1.060379202484522,38.28705342693196,78.02482516616323,0.1799275273352807
697,5.648,18.566,0.449,0.02708,0.2642,0.03825,0.153,10.373,0.0006652,0.00242,6.326797385620915,0.00246,6.431372549019608,0.000469,1.226143790849673,0.0125,32.6797385620915,0.9205028328611898,1.01045837084738,14.35858680594745,237.8373192129981,0.1306240481057228
698,5.648,10.566,1.376,0.03288,0.2636,0.1904,0.454,8.633,0.002587,0.00612,3.214285714285714,0.00501,2.631302521008403,0.00202,1.060924369747899,0.00712,3.739495798319327,0.7563739376770539,1.063482488191084,16.48952385308976,52.52138692260565,0.164896426931939
699,5.648,14.566,0.726,0.02853,0.2635,0.0723,0.248,9.853,0.001146,0.00264,3.651452282157676,0.00301,4.163208852005532,0.00121,1.673582295988935,0.0102,14.10788381742739,0.8714589235127479,1.020650929537979,14.89709587682782,132.1777642601775,0.1423633869898305
700,3.419,13.576,1.372,0.0682,0.2621,0.3139,0.675,4.461,0.003321,0.00412,1.312519910799618,0.00612,1.949665498566422,0.00262,0.8346607199745141,0.00172,0.547945205479452,0.598713073998245,1.172224928456476,30.67773568263084,20.10157693972718,0.1935729842601435
701,2.301,29.886,0.428,0.07455,0.262,0.05696,0.328,4.133,0.000677,0.0011,1.931179775280899,0.00154,2.703651685393258,0.00055,0.9655898876404495,0.00248,4.353932584269663,0.813993915688831,1.059330989849383,37.07954451043712,80.14558709248703,0.1692715557683699
702,5.648,18.566,0.445,0.0268,0.2617,0.03928,0.152,10.383,0.0006648,0.00246,6.262729124236252,0.0025,6.364562118126273,0.000727,1.85081466395112,0.0128,32.58655804480652,0.9212110481586402,1.010306150558889,13.94456849764054,242.6689469479236,0.1329201322164895
703,5.648,14.566,0.719,0.02821,0.261,0.07673,0.245,9.871,0.001144,0.00267,3.479734132673009,0.00311,4.053173465398149,0.00121,1.576958164994135,0.0105,13.68434771275902,0.8726983002832861,1.020292016634553,14.45690908500103,135.170532991944,0.1499417842068088
704,5.648,10.566,1.362,0.03243,0.2608,0.1905,0.45,8.662,0.002578,0.00619,3.249343832020998,0.00505,2.650918635170604,0.00201,1.055118110236221,0.00734,3.853018372703412,0.7588526912181303,1.06223838750219,15.9388127410476,53.97383724229984,0.163883127539312
705,2.301,29.886,0.424,0.07361,0.2593,0.05663,0.325,4.144,0.0006762,0.00111,1.96009182412149,0.00154,2.719406674907293,0.000686,1.211372064276885,0.00256,4.520572134910825,0.8157322903085615,1.058422793190724,35.89206990906808,82.10977315842781,0.1668936907541254
706,5.648,18.566,0.441,0.02652,0.2592,0.04157,0.151,10.393,0.0006644,0.00247,5.941784941063267,0.00257,6.182343035843155,0.00045,1.082511426509502,0.0131,31.5131104161655,0.9219192634560907,1.010154801862369,13.53852711293268,247.6456210925881,0.1393741066426732
707,3.419,13.576,1.357,0.06699,0.2592,0.3099,0.67,4.491,0.003297,0.00407,1.313326879638593,0.00609,1.96515004840271,0.00261,0.8422071636011617,0.00182,0.5872862213617296,0.6031003217315005,1.16861088523704,29.56146020173308,20.84249026850566,0.1909400649943484
708,5.648,14.566,0.712,0.0279,0.2585,0.07797,0.243,9.886,0.001143,0.0027,3.462870334744133,0.00317,4.065666281903296,0.000897,1.150442477876106,0.0107,13.72322688213415,0.8739376770538244,1.019938814130752,14.03030190637903,138.2121232495481,0.1511961349379113
709,5.648,10.566,1.35,0.03204,0.2585,0.1907,0.447,8.689,0.002569,0.00732,3.838489774514945,0.00509,2.669113791295228,0.00201,1.054011536444678,0.00753,3.94861038280021,0.7609773371104817,1.061178557383765,15.48606129685283,55.27074517535054,0.1632251163679559
710,5.648,10.566,1.348,0.03198,0.2581,0.1962,0.446,8.693,0.002568,0.00624,3.180428134556575,0.00517,2.63506625891947,0.00201,1.024464831804281,0.00757,3.858307849133537,0.7613314447592068,1.061004268027271,15.41179327962302,55.48240633060784,0.1677673585719863
711,5.648,18.566,0.437,0.02624,0.2566,0.0346,0.149,10.404,0.000664,0.0025,7.225433526011561,0.00253,7.3121387283237,0.00045,1.300578034682081,0.0134,38.72832369942197,0.922627478753541,1.010005890605889,13.13013119750912,252.7731788640151,0.1148354970586801
712,2.301,29.886,0.419,0.07268,0.2566,0.05712,0.322,4.155,0.0006754,0.00113,1.97829131652661,0.00157,2.748599439775911,0.000688,1.204481792717087,0.00264,4.621848739495799,0.8179052585832247,1.057391923175735,34.73826081352016,84.37697113109414,0.1674249592065649
713,5.648,10.566,1.337,0.03165,0.2561,0.1907,0.443,8.715,0.002561,0.00728,3.817514420555847,0.00513,2.690089145254326,0.002,1.048767697954903,0.00774,4.058730991085475,0.7632790368271954,1.060046775807041,15.03085479701813,56.6667213677886,0.1624285840159314
714,5.648,14.566,0.705,0.02759,0.2559,0.07683,0.241,9.901,0.001142,0.00273,3.553299492385787,0.00319,4.152023948978264,0.000889,1.157100091110243,0.011,14.31732396199401,0.8751770538243626,1.019589994761714,13.60136654757648,141.3529829075175,0.1477128765154911
715,5.648,10.566,1.333,0.03154,0.2554,0.192,0.442,8.722,0.002558,0.00622,3.239583333333333,0.00516,2.6875,0.002,1.041666666666667,0.00781,4.067708333333334,0.7639872521246458,1.059702481297195,14.90168439439684,57.08791034262308,0.1633355563509873
716,5.648,18.566,0.432,0.02596,0.2541,0.03669,0.148,10.415,0.0006636,0.00254,6.922867266285092,0.0026,7.086399563913873,0.000444,1.210139002452985,0.0138,37.61242845461978,0.9235127478753541,1.009830694746406,12.74034792963311,258.7047081177002,0.1209297994431256
717,2.301,29.886,0.415,0.07175,0.2539,0.05643,0.319,4.166,0.0006746,0.00113,2.002480949849371,0.00158,2.799929115718589,0.000692,1.226298068403332,0.00274,4.855573276625909,0.8196436332029552,1.056498357658259,33.60425862197079,86.47786126970492,0.1639869577487245
718,5.648,10.566,1.324,0.03127,0.2537,0.1983,0.439,8.739,0.002552,0.00741,3.736762481089258,0.00526,2.652546646495209,0.00235,1.185073121533031,0.00794,4.004034291477558,0.7655807365439093,1.058927535962769,14.58876106775714,58.0931603811315,0.1680606849922435
719,5.648,14.566,0.698,0.02728,0.2534,0.07228,0.239,9.916,0.00114,0.00273,3.776978417266187,0.00318,4.399557277255119,0.00089,1.231322634200332,0.0113,15.63364692861096,0.8764164305949008,1.019242426132729,13.19155315185889,144.597436950269,0.1378715539479893
720,5.648,10.566,1.319,0.0311,0.2526,0.189,0.438,8.751,0.002548,0.00618,3.26984126984127,0.00517,2.735449735449735,0.00234,1.238095238095238,0.00804,4.253968253968255,0.7664660056657224,1.05849642827289,14.38975905585231,58.69993034345289,0.1596441144509066
721,5.648,18.566,0.428,0.02568,0.2516,0.03394,0.146,10.426,0.0006632,0.00255,7.513258691809075,0.00261,7.690041249263406,0.000438,1.290512669416618,0.0141,41.54390100176782,0.9242209631728046,1.009682194643637,12.35797842796442,264.1720699949564,0.1108016352725887
722,5.648,10.566,1.312,0.03088,0.2513,0.1901,0.435,8.766,0.002544,0.00729,3.834823776959495,0.0052,2.735402419779064,0.00235,1.236191478169385,0.00816,4.292477643345608,0.7677053824362605,1.057896171741038,14.14930345560128,59.52965031788814,0.1601218168298852
723,2.301,29.886,0.411,0.07083,0.2512,0.05537,0.316,4.176,0.0006738,0.00113,2.040816326530612,0.00158,2.853530792848113,0.00068,1.228101860213112,0.00283,5.111070977063392,0.8213820078226858,1.055614896935607,32.49876362333654,88.64127505756676,0.1595061222779719
724,5.648,14.566,0.691,0.02697,0.2509,0.07076,0.236,9.932,0.001139,0.00276,3.900508762012436,0.0032,4.522328999434709,0.000883,1.247880158281515,0.0116,16.39344262295082,0.8776558073654391,1.018897674513273,12.78991138862428,147.9500477724181,0.1338968837473605
725,5.648,18.566,0.424,0.0254,0.2491,0.04138,0.145,10.436,0.0006629,0.00264,6.379893668438859,0.00274,6.621556307394877,0.000439,1.060898985016916,0.0145,35.04108264862252,0.9249291784702549,1.009534566329346,11.98328299117994,269.8104583432064,0.1337904398575675
726,5.648,10.566,1.299,0.0305,0.2489,0.1928,0.432,8.791,0.002535,0.00734,3.807053941908714,0.00528,2.738589211618257,0.00233,1.20850622406639,0.00838,4.346473029045644,0.7700070821529745,1.056796161172565,13.72379566194031,61.05701971261367,0.1615536872043009
727,2.301,29.886,0.406,0.06991,0.2486,0.05458,0.312,4.187,0.000673,0.00112,2.052033711982411,0.00159,2.913155001832173,0.000539,0.9875412238915354,0.00294,5.38658849395383,0.823554976097349,1.054596646215952,31.44640492668031,91.15429418170827,0.1564521970752352
728,5.648,14.566,0.684,0.02666,0.2484,0.07923,0.234,9.948,0.001137,0.00282,3.559257856872397,0.00335,4.228196390256216,0.000876,1.105641802347596,0.0119,15.01956329673104,0.8788951841359773,1.018555739982979,12.39636528292375,151.4156309777573,0.1487149850187917
729,5.648,18.566,0.419,0.02513,0.2465,0.03987,0.143,10.444,0.0006625,0.00266,6.671682969651367,0.00277,6.947579633809882,0.000433,1.08602959618761,0.0148,37.12064208678204,0.9258144475920681,1.009367625338241,11.61161966982355,276.2277557315358,0.1278810969587062
730,5.648,10.566,1.287,0.03011,0.2465,0.193,0.428,8.819,0.002527,0.00735,3.808290155440414,0.00532,2.756476683937824,0.00232,1.202072538860104,0.00862,4.466321243523316,0.7721317280453258,1.055782489810689,13.30105181703312,62.59677645140023,0.1606923726617474
731,5.648,14.566,0.677,0.02636,0.2458,0.07485,0.232,9.961,0.001136,0.00283,3.780895123580494,0.00334,4.462257849031396,0.000872,1.16499665998664,0.0122,16.29926519706079,0.8801345609065157,1.018221111624949,12.00557328643135,154.9404714808025,0.1392321665269655
732,5.648,18.566,0.415,0.02485,0.244,0.04171,0.142,10.455,0.0006621,0.00273,6.545192999280748,0.00284,6.808918724526493,0.000705,1.690242148165908,0.0152,36.4421002157756,0.9265226628895185,1.009221975649988,11.25214149226759,282.2483616026922,0.1324667264647892
733,5.648,10.566,1.274,0.02974,0.244,0.1835,0.424,8.842,0.002519,0.00735,4.005449591280654,0.00525,2.861035422343325,0.00233,1.269754768392371,0.00886,4.8283378746594,0.7744334277620396,1.054705846773312,12.88561350587622,64.2130903030763,0.1518324991822282
734,5.648,14.566,0.67,0.02605,0.2433,0.07349,0.229,9.978,0.001134,0.00285,3.878078650156484,0.00337,4.585657912641175,0.00118,1.605660634099878,0.0125,17.00911688665125,0.8813739376770539,1.017884814506143,11.62811043523986,158.6454228476661,0.1355704200585028
735,5.648,10.566,1.262,0.02936,0.2417,0.1886,0.42,8.869,0.00251,0.00743,3.939554612937434,0.00536,2.841993637327678,0.00232,1.230116648992577,0.00911,4.83032873806999,0.7765580736543909,1.053710885892115,12.49406390137094,65.84281738035502,0.155150727766411
736,5.648,18.566,0.411,0.02457,0.2415,0.03896,0.14,10.467,0.0006617,0.00277,7.109856262833675,0.00286,7.340862422997947,0.000415,1.065195071868583,0.0156,40.04106776180698,0.9272308781869689,1.009077197898975,10.90010977295409,288.4634412719994,0.1225012725115928
737,5.648,14.566,0.663,0.02574,0.2408,0.07255,0.227,9.995,0.001133,0.00289,3.983459682977257,0.0034,4.686423156443832,0.000858,1.18263266712612,0.0128,17.64300482425913,0.8826133144475921,1.017551334660663,11.25851256946931,162.4793886556183,0.1327139911727481
738,5.648,10.566,1.249,0.02898,0.2393,0.1859,0.417,8.897,0.002502,0.00746,4.01291016675632,0.00538,2.894029047875202,0.00196,1.054330285099516,0.00939,5.051102743410436,0.7788597733711047,1.052649349275939,12.10085033560344,67.60025390082318,0.1520700211935834
739,5.648,18.566,0.406,0.02429,0.2389,0.03058,0.139,10.478,0.0006613,0.00274,8.96010464355788,0.0028,9.156311314584697,0.000704,2.302158273381295,0.016,52.32177894048397,0.9281161473087819,1.008910800103604,10.54685270496789,295.664139397645,0.09535841300549512
740,5.648,14.566,0.658,0.02549,0.2387,0.08212,0.225,10.008,0.001132,0.00517,6.295664880662446,0.00357,4.347296639064782,0.000849,1.033852898197759,0.0132,16.07403799318071,0.883498583569405,1.017311400739075,10.958133814274,165.4855208490266,0.1489174330044686
